Sr.No,Year,Facility_number,Facility_name,Start_date,End_date,Country_name,Type_of_control,Hours_type,Productive_hours,Productive_hours_per_adjusted_patient_day,performance
639,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Registry Nursing",60535,1,NULL
640,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Other",6717,0,NULL
641,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Daily Cost Centers",722966,11,NULL
642,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ambulatory Cost Centers",159717,2,NULL
643,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ancillary Cost Centers",686282,10,NULL
644,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Education Cost Centers",2689,0,NULL
645,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"General Services Cost Centers",369055,6,NULL
646,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Fiscal Services Cost Centers",0,0,NULL
647,2009,106071018,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Administrative Services Cost Centers",138674,2,NULL
648,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Management & Supervision",139374,4,NULL
649,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Technician & Specialist",235265,7,NULL
650,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Registered Nurse",350242,10,NULL
651,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Licensed Vocational Nurse",4311,0,NULL
652,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Aides & Orderlies",56477,2,NULL
653,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Clerical & Other Administrative",261251,8,NULL
654,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Environmental & Food Services",95131,3,NULL
655,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,Other,10194,0,NULL
656,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Contracted Registry Nursing",9233,0,NULL
657,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Contracted Other",1026,0,NULL
658,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Daily Cost Centers",299320,9,NULL
659,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Ambulatory Cost Centers",74197,2,NULL
660,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Ancillary Cost Centers",376141,11,NULL
661,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Education Cost Centers",0,0,NULL
662,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"General Services Cost Centers",203279,6,NULL
663,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Fiscal Services Cost Centers",105545,3,NULL
664,2009,106074017,"SAN RAMON REGIONAL MEDICAL CENTER",1/1/2009,12/31/2009,"Contra Costa",Investor,"Administrative Services Cost Centers",104022,3,NULL
665,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Management & Supervision",18632,1,NULL
666,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Technician & Specialist",131637,6,NULL
667,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Registered Nurse",56627,3,NULL
668,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Licensed Vocational Nurse",16934,1,NULL
669,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Aides & Orderlies",0,0,NULL
670,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Clerical & Other Administrative",39867,2,NULL
671,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Environmental & Food Services",23807,1,NULL
672,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,Other,3306,0,NULL
673,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Registry Nursing",0,0,NULL
674,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Other",2167,0,NULL
675,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Daily Cost Centers",165057,8,NULL
676,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ambulatory Cost Centers",29046,1,NULL
677,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ancillary Cost Centers",2727,0,NULL
678,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Education Cost Centers",0,0,NULL
679,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"General Services Cost Centers",42069,2,NULL
680,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Fiscal Services Cost Centers",20228,1,NULL
681,2009,106074039,"JOHN MUIR BEHAVIORAL HEALTH CENTER",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Administrative Services Cost Centers",33850,2,NULL
682,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Management & Supervision",0,0,NULL
683,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Technician & Specialist",0,0,NULL
684,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Registered Nurse",768748,26,NULL
685,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Licensed Vocational Nurse",53,0,NULL
686,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Aides & Orderlies",11195,0,NULL
687,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Clerical & Other Administrative",0,0,NULL
688,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Environmental & Food Services",0,0,NULL
689,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,Other,1423228,48,NULL
690,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Registry Nursing",2259,0,NULL
691,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Contracted Other",2390,0,NULL
692,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Daily Cost Centers",937301,32,NULL
693,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ambulatory Cost Centers",0,0,NULL
694,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Ancillary Cost Centers",291180,10,NULL
695,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Education Cost Centers",0,0,NULL
696,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"General Services Cost Centers",486648,17,NULL
697,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Fiscal Services Cost Centers",0,0,NULL
698,2009,106074097,"KAISER FOUNDATION HOSPITAL - ANTIOCH",1/1/2009,12/31/2009,"Contra Costa",Non-Profit,"Administrative Services Cost Centers",488054,17,NULL
699,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Management & Supervision",100061,4,NULL
700,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Technician & Specialist",111264,5,NULL
701,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Registered Nurse",156272,7,NULL
702,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Licensed Vocational Nurse",20803,1,NULL
703,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Aides & Orderlies",21651,1,NULL
704,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Clerical & Other Administrative",180682,8,NULL
705,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Environmental & Food Services",83155,4,NULL
706,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,Other,59772,3,NULL
707,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Contracted Registry Nursing",16677,1,NULL
708,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Contracted Other",0,0,NULL
709,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Daily Cost Centers",122504,5,NULL
710,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Ambulatory Cost Centers",179401,8,NULL
711,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Ancillary Cost Centers",147194,6,NULL
712,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Education Cost Centers",0,0,NULL
713,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"General Services Cost Centers",153872,7,NULL
714,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Fiscal Services Cost Centers",64738,3,NULL
715,2009,106084001,"SUTTER COAST HOSPITAL",1/1/2009,12/31/2009,"Del Norte",Non-Profit,"Administrative Services Cost Centers",82628,4,NULL
716,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Management & Supervision",93437,2,NULL
717,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Technician & Specialist",272882,5,NULL
718,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Registered Nurse",214413,4,NULL
719,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Licensed Vocational Nurse",16466,0,NULL
720,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Aides & Orderlies",120299,2,NULL
721,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Clerical & Other Administrative",471266,8,NULL
722,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Environmental & Food Services",90678,2,NULL
723,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,Other,54330,1,NULL
724,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Contracted Registry Nursing",4093,0,NULL
725,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Contracted Other",11896,0,NULL
726,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Daily Cost Centers",220433,4,NULL
727,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Ambulatory Cost Centers",154825,3,NULL
728,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Ancillary Cost Centers",239922,4,NULL
729,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Education Cost Centers",0,0,NULL
730,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"General Services Cost Centers",243478,4,NULL
731,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Fiscal Services Cost Centers",103065,2,NULL
732,2009,106090793,"BARTON MEMORIAL HOSPITAL",1/1/2009,12/31/2009,"El Dorado",Non-Profit,"Administrative Services Cost Centers",121872,2,NULL
733,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Management & Supervision",160613,3,NULL
734,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Technician & Specialist",572414,11,NULL
735,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Registered Nurse",406663,8,NULL
736,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Licensed Vocational Nurse",18968,0,NULL
737,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Aides & Orderlies",3559,0,NULL
738,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Clerical & Other Administrative",658207,12,NULL
739,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Environmental & Food Services",128061,2,NULL
740,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,Other,99152,2,NULL
741,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Contracted Registry Nursing",9506,0,NULL
742,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Contracted Other",23018,0,NULL
743,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Daily Cost Centers",456440,9,NULL
744,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Ambulatory Cost Centers",377804,7,NULL
745,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Ancillary Cost Centers",395691,7,NULL
746,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Education Cost Centers",0,0,NULL
747,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"General Services Cost Centers",327913,6,NULL
748,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Fiscal Services Cost Centers",238774,4,NULL
749,2009,106090933,"MARSHALL MEDICAL CENTER",11/1/2008,10/31/2009,"El Dorado",Non-Profit,"Administrative Services Cost Centers",283539,5,NULL
750,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Management & Supervision",0,0,NULL
751,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Technician & Specialist",0,0,NULL
752,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Registered Nurse",0,0,NULL
753,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Licensed Vocational Nurse",0,0,NULL
754,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Aides & Orderlies",0,0,NULL
755,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Clerical & Other Administrative",0,0,NULL
756,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Environmental & Food Services",0,0,NULL
757,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,Other,0,0,NULL
758,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Contracted Registry Nursing",0,0,NULL
759,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Contracted Other",0,0,NULL
760,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Daily Cost Centers",0,0,NULL
761,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Ambulatory Cost Centers",0,0,NULL
762,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Ancillary Cost Centers",0,0,NULL
763,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Education Cost Centers",0,0,NULL
764,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"General Services Cost Centers",0,0,NULL
765,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Fiscal Services Cost Centers",0,0,NULL
766,2009,106094002,"EL DORADO COUNTY MENTAL HEALTH - PHF",7/1/2008,6/30/2009,"El Dorado",City/County,"Administrative Services Cost Centers",0,0,NULL
767,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Management & Supervision",87878,1,NULL
768,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Technician & Specialist",263037,4,NULL
769,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Registered Nurse",468880,8,NULL
770,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Licensed Vocational Nurse",23951,0,NULL
771,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Aides & Orderlies",199490,3,NULL
772,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Clerical & Other Administrative",217363,4,NULL
773,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Environmental & Food Services",109866,2,NULL
774,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,Other,192999,3,NULL
775,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Contracted Registry Nursing",11251,0,NULL
776,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Contracted Other",9364,0,NULL
777,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Daily Cost Centers",499601,8,NULL
778,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Ambulatory Cost Centers",136511,2,NULL
779,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Ancillary Cost Centers",528336,9,NULL
780,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Education Cost Centers",0,0,NULL
781,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"General Services Cost Centers",291637,5,NULL
782,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Fiscal Services Cost Centers",57708,1,NULL
783,2009,106100005,"CLOVIS COMMUNITY MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Administrative Services Cost Centers",70286,1,NULL
784,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Management & Supervision",16977,0,NULL
785,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Technician & Specialist",41288,1,NULL
786,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Registered Nurse",19703,0,NULL
787,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Licensed Vocational Nurse",33447,1,NULL
788,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Aides & Orderlies",118372,2,NULL
789,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Clerical & Other Administrative",80040,1,NULL
790,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Environmental & Food Services",83717,2,NULL
791,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,Other,0,0,NULL
792,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Contracted Registry Nursing",55994,1,NULL
793,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Contracted Other",13260,0,NULL
794,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Daily Cost Centers",214690,4,NULL
795,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Ambulatory Cost Centers",32326,1,NULL
796,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Ancillary Cost Centers",63944,1,NULL
797,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Education Cost Centers",0,0,NULL
798,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"General Services Cost Centers",98106,2,NULL
799,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Fiscal Services Cost Centers",31808,1,NULL
800,2009,106100697,"COALINGA REGIONAL MEDICAL CENTER",7/1/2008,6/30/2009,Fresno,District,"Administrative Services Cost Centers",21924,0,NULL
801,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Management & Supervision",291189,1,NULL
802,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Technician & Specialist",1350352,4,NULL
803,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Registered Nurse",2103146,7,NULL
804,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Licensed Vocational Nurse",245778,1,NULL
805,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Aides & Orderlies",1205853,4,NULL
806,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Clerical & Other Administrative",1098966,4,NULL
807,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Environmental & Food Services",467655,2,NULL
808,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,Other,587252,2,NULL
809,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Contracted Registry Nursing",227690,1,NULL
810,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Contracted Other",44282,0,NULL
811,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Daily Cost Centers",2473556,8,NULL
812,2009,106100717,"COMMUNITY REGIONAL MEDICAL CENTER",9/1/2008,8/31/2009,Fresno,Non-Profit,"Ambulatory Cost Centers",1096531,4,NULL
